what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378423753584
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378423754520
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378423755228
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378423757651
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1378423758031
started,bundle,org.eclipse.mylyn.context.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.ui",1378423762075
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1378423762786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423765754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423767677
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378423768176
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378423768261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423774356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423781855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423801246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423801391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423802397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423805895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378423806957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423807868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423814001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423815438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423818983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423838188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423838347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423848941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423859727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423901158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423903405
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378423905398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423913949
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423916041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423922710
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423925492
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378423926368
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1378423933384
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1378423933802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1378423934702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378423939364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423945005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423946943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423996116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423996259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378423999087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424001065
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1378424088057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424100301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424127226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1378424156965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378424162015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424185744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424186561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424188397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424189411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424198964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424223915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1378424226643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424253072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424256385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424288771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424291596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378424291866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1378424322384
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424357071
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424361825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424374481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424381331
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1378424383888
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378424384133
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378424384214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1378424387450
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378424388215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378424390197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424396126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424528333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1378424546644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424550263
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424599958
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1378424600945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378424602625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378424603493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424604833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424613344
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378424614316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424617558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424626642
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378424633484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424635846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424642111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1378424643331
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378424647284
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1378424731914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424734644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424744289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424809886
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424813361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424819721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424872331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424966909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424967043
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424970661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424971030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378424973175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425006218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425058232
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425060945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425098238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425101835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425112685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425141483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425162104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425169601
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425212047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425215238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425220413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425220580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425226771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425230753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425424718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425428494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1378425451301
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1378425451501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425466356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425466435
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425468562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425473195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425517233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425526909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425534445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425540408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425574527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425605425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1378425637628
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1378425637644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1378425637813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1378425637945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1378425671859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378425673024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425681457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425683558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425718951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425723146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425734998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378425736679
